,,Openflux NH3,,Eddypro NH3,,Openflux CO2,Eddypro,Eddypro CO2,,Openflux H2O,un_h2o_flux,Eddypro H20
2024/6/23,7:00,-2.33E-5,-0.00137,-2.329E-5,--,0.016345259,0.420385,0.01849694,--,0.012051186,0.668579,0.012034422
2024/6/23,7:30,-1.1E-5,-6.48E-4,-1.1016E-5,--,-0.123781471,-2.79886,-0.12314984,--,0.01895974,1.05256,0.01894608
2024/6/23,8:00,-7.13E-5,-0.00418,-7.106E-5,--,-0.040033807,-0.88686,-0.03902184,--,0.029364656,1.62849,0.02931282
2024/6/23,8:30,-5.96E-5,-0.00346,-5.882E-5,--,-0.217204712,-4.86964,-0.21426416,--,0.015107827,0.856788,0.015422184
2024/6/23,9:00,7.53E-5,0.00438,7.446E-5,--,0.134848023,1.41047,0.06206068,--,0.076126892,4.20193,0.07563474
2024/6/23,9:30,8.52E-5,0.00499,8.483E-5,--,-0.141269396,-3.19876,-0.14074544,--,0.057452757,3.18466,0.05732388
2024/6/23,10:00,2.9E-5,0.00171,2.907E-5,--,-0.414181349,-9.39934,-0.41357096,--,0.012551835,0.694922,0.012508596
2024/6/23,10:30,1.16E-5,6.76E-4,1.1492E-5,--,-0.410535557,-9.34042,-0.41097848,--,0.016338833,0.903444,0.016261992
2024/6/23,11:00,8.39E-5,0.00489,8.313E-5,--,-0.319410621,-7.23325,-0.318263,--,0.027162434,1.48438,0.02671884
2024/6/23,11:30,5.63E-5,0.00331,5.627E-5,--,-0.432465392,-9.78581,-0.43057564,--,0.023337235,1.27629,0.02297322
2024/6/23,12:00,5.16E-5,0.00303,5.151E-5,--,-0.435725853,-9.85928,-0.43380832,--,0.016219235,0.894341,0.016098138
2024/6/23,12:30,1.27E-5,7.45E-4,1.2665E-5,--,-0.423968066,-9.61982,-0.42327208,--,0.009076401,0.500198,0.009003564
2024/6/23,13:00,-1.55E-5,-9.01E-4,-1.5317E-5,--,-0.458251634,-10.3937,-0.4573228,--,-0.002769397,-0.276472,-0.004976496
2024/6/23,13:30,1.65E-5,9.58E-4,1.6286E-5,--,-0.41163596,-9.23401,-0.40629644,--,0.009082414,0.504648,0.009083664
2024/6/23,14:00,3.28E-5,0.0019,3.23E-5,--,-0.387816815,-8.74423,-0.38474612,--,0.008957017,0.496964,0.008945352
2024/6/23,14:30,-7.56E-5,-0.0042,-7.14E-5,--,-0.361777184,-8.10013,-0.35640572,--,0.010689992,0.587625,0.01057725
2024/6/23,15:00,7.8E-6,4.33E-4,7.361E-6,--,-0.294156022,-6.43257,-0.28303308,--,0.004606804,0.256123,0.004610214
2024/6/23,15:30,-2.72E-5,-0.0016,-2.72E-5,--,-0.236463245,-5.27983,-0.23231252,--,0.001802726,0.102617,0.001847106
2024/6/23,16:00,-2.7E-5,-0.00159,-2.703E-5,--,-0.147694766,-3.34697,-0.14726668,--,0.002610393,0.144198,0.002595564
2024/6/23,16:30,-6.07E-5,-0.00361,-6.137E-5,--,-0.131547342,-2.92386,-0.12864984,--,-0.010934187,-0.588074,-0.010585332
2024/6/23,17:00,-1.87E-5,-0.00107,-1.819E-5,--,-0.029823531,-0.688285,-0.03028454,--,-0.008753268,-0.497409,-0.008953362
2024/6/23,17:30,-2.6E-5,-0.00154,-2.618E-5,--,0.043558975,0.999595,0.04398218,--,-0.005789818,-0.323125,-0.00581625
2024/6/23,18:00,-7.8E-6,-4.72E-4,-8.024E-6,--,0.051284002,1.15836,0.05096784,--,0.00496791,0.293203,0.005277654
2024/6/23,18:30,-4.76E-5,-0.00281,-4.777E-5,--,0.116525636,2.66828,0.11740432,--,-0.001484807,-0.0816,-0.0014688
2024/6/23,19:00,-3.98E-5,-0.0023,-3.91E-5,--,-0.04430143,-0.230876,-0.010158544,--,-0.004689045,-0.257294,-0.004631292
2024/6/23,19:30,-3.04E-5,-0.00177,-3.009E-5,--,0.092769355,2.09922,0.09236568,--,-0.001574879,-0.0858,-0.0015444
2024/6/23,20:00,-2.1E-5,-0.00126,-2.142E-5,--,0.091210981,2.06245,0.0907478,--,0.001301411,0.10113,0.00182034
2024/6/23,20:30,-4E-5,-0.00235,-3.995E-5,--,0.05760372,1.30956,0.05762064,--,-0.002595714,-0.14335,-0.0025803
2024/6/23,21:00,-3.79E-5,-0.00223,-3.791E-5,--,0.106505096,2.43746,0.10724824,--,-0.002940242,-0.162987,-0.002933766
2024/6/23,21:30,-4.29E-5,-0.0025,-4.25E-5,--,0.09542438,2.16559,0.09528596,--,-0.002663738,-0.145414,-0.002617452
2024/6/23,22:00,-3.66E-5,-0.00215,-3.655E-5,--,0.057071623,1.31857,0.05801708,--,-0.001810124,-0.100159,-0.001802862
2024/6/23,22:30,-4.91E-5,-0.00288,-4.896E-5,--,0.053390279,1.20229,0.05290076,--,-0.001273486,-0.0707,-0.0012726
2024/6/23,23:00,-3.87E-5,-0.00227,-3.859E-5,--,-0.024705643,-1.82399,-0.08025556,--,-0.003920392,-0.215554,-0.003879972
2024/6/23,23:30,1.81E-5,0.00104,1.768E-5,--,-0.103384963,-2.70524,-0.11903056,--,-5.15984E-4,-0.0281,-5.058E-4
2024/6/24,2024/6/24 0:00,1.29E-5,2.9E-4,4.93E-6,--,-0.062993142,-1.10768,-0.04873792,--,4.61425E-4,0.0124,2.232E-4
2024/6/24,0:30,5.49E-5,0.00312,5.304E-5,--,-0.15482421,-3.12532,-0.13751408,--,0.004169446,0.216484,0.003896712
2024/6/24,1:00,2.79E-5,0.00155,2.635E-5,--,-0.353226931,-7.54512,-0.33198528,--,0.005064573,0.267826,0.004820868
2024/6/24,1:30,7.54E-6,1.76E-4,2.992E-6,--,-0.04992889,-2.92144,-0.12854336,--,0.001048948,0.128132,0.002306376
2024/6/24,2:00,4.43E-5,0.00248,4.216E-5,--,-0.405757156,-8.79595,-0.3870218,--,0.001321659,0.0623,0.0011214
2024/6/24,2:30,-6.94E-6,-4.17E-4,-7.089E-6,--,-0.115285888,-3.70528,-0.16303232,--,-7.39867E-4,-0.0407,-7.326E-4
2024/6/24,3:00,-4.85E-6,-2.81E-4,-4.777E-6,--,0.029529295,0.649201,0.028564844,--,-2.29808E-4,0.016,2.88E-4
2024/6/24,3:30,8.26E-6,2.1E-4,3.57E-6,--,-0.063098986,-2.14172,-0.09423568,--,3.59478E-4,0.0483,8.694E-4
2024/6/24,4:00,-4.35E-5,-0.00179,-3.043E-5,--,0.091044935,2.0494,0.0901736,--,-0.001248596,-0.0674,-0.0012132
2024/6/24,4:30,-3.94E-5,-0.002,-3.4E-5,--,0.076871813,1.7175,0.07557,--,-6.66372E-4,-0.0369,-6.642E-4
2024/6/24,5:00,-1.43E-5,-8.36E-4,-1.4212E-5,--,0.045478139,1.03098,0.04536312,--,-0.001037299,-0.0553,-9.954E-4
2024/6/24,5:30,-1.04E-5,-3.3E-4,-5.61E-6,--,0.04601059,1.03511,0.04554484,--,0.001634535,0.0898,0.0016164
2024/6/24,6:00,3.91E-5,0.00228,3.876E-5,--,0.075977381,1.63812,0.07207728,--,0.002554632,0.14132,0.00254376
2024/6/24,6:30,1.16562E-4,0.00677,1.1509E-4,--,0.173216961,3.25654,0.14328776,--,0.008027659,0.44139,0.00794502
2024/6/24,7:00,7.63E-5,0.0043,7.31E-5,--,-0.091658191,-2.08084,-0.09155696,--,0.002889456,0.160388,0.002886984
2024/6/24,7:30,-1.0276E-4,-0.00544,-9.248E-5,--,-0.503442947,-11.4387,-0.5033028,--,-0.021700426,-1.06532,-0.01917576
2024/6/24,8:00,3.62E-5,0.00207,3.519E-5,--,-0.312391393,-7.08502,-0.31174088,--,0.001664432,-0.157754,-0.002839572
2024/6/24,8:30,-3.11E-5,-0.00183,-3.111E-5,--,-0.383924177,-8.66799,-0.38139156,--,-0.004255002,-0.128015,-0.00230427
2024/6/24,9:00,2.55E-5,0.00135,2.295E-5,--,-0.35012472,-7.92202,-0.34856888,--,0.002927579,0.139865,0.00251757
2024/6/24,9:30,-2.98E-5,0.00156,2.652E-5,--,-0.487036807,-11.0615,-0.486706,--,-0.003628297,-0.224955,-0.00404919
2024/6/24,10:00,5.83E-5,0.00318,5.406E-5,--,-0.517102123,-11.7589,-0.5173916,--,0.009275164,0.523197,0.009417546
2024/6/24,10:30,2.48439E-4,0.0142,2.414E-4,--,-0.392496274,-8.87408,-0.39045952,--,-3.84419E-4,-0.136876,-0.002463768
2024/6/24,11:00,2.11545E-4,0.0116,1.972E-4,--,-0.415618224,-9.53889,-0.41971116,--,-0.002774401,-0.171931,-0.003094758
2024/6/24,11:30,7.63E-5,0.00214,3.638E-5,--,-0.449777015,-10.1855,-0.448162,--,-0.007547445,-0.418208,-0.007527744
2024/6/24,12:00,1.19792E-4,0.00678,1.1526E-4,--,-0.380857864,-8.66004,-0.38104176,--,-0.00385964,-0.229944,-0.004138992
2024/6/24,12:30,1.24306E-4,0.00686,1.1662E-4,--,-0.492319852,-11.1566,-0.4908904,--,3.2607E-4,-0.0514,-9.252E-4
2024/6/24,13:00,1.43095E-4,0.00798,1.3566E-4,--,-0.329390933,-7.46467,-0.32844548,--,0.003104289,0.282844,0.005091192
2024/6/24,13:30,6.26E-5,0.0037,6.29E-5,--,-0.280953988,-6.38304,-0.28085376,--,0.008246338,0.447709,0.008058762
2024/6/24,14:00,3.54E-5,0.00175,2.975E-5,--,-0.402045592,-9.07255,-0.3991922,--,-0.003503107,-0.195439,-0.003517902
2024/6/24,14:30,2.98E-5,0.00162,2.754E-5,--,-0.350397209,-7.94014,-0.34936616,--,0.006628627,0.378128,0.006806304
2024/6/24,15:00,5.09E-5,0.00295,5.015E-5,--,-0.254305617,-5.75931,-0.25340964,--,0.004117267,0.230139,0.004142502
2024/6/24,15:30,-3.4E-5,-0.00199,-3.383E-5,--,-0.184985594,-4.17015,-0.1834866,--,0.003395616,0.276349,0.004974282
2024/6/24,16:00,3.67E-5,0.00213,3.621E-5,--,-0.105363163,-2.36846,-0.10421224,--,-8.07604E-4,-0.0455,-8.19E-4
2024/6/24,16:30,2.02E-5,0.00116,1.972E-5,--,-0.077928925,-1.75977,-0.07742988,--,-5.91757E-4,-0.0319,-5.742E-4
2024/6/24,17:00,1.26E-5,7.39E-4,1.2563E-5,--,0.028985811,0.655363,0.028835972,--,0.001651387,0.112972,0.002033496
2024/6/24,17:30,-4.61E-6,-2.73E-4,-4.641E-6,--,0.037269459,0.846376,0.037240544,--,5.3784E-4,0.0308,5.544E-4
2024/6/24,18:00,-2.05E-5,-0.0012,-2.04E-5,--,0.024466596,0.552909,0.024327996,--,-0.001987655,-0.119084,-0.002143512
2024/6/24,18:30,-1.62E-5,-9.53E-4,-1.6201E-5,--,0.091690524,2.08016,0.09152704,--,-0.001306738,-0.0748,-0.0013464
2024/6/24,19:00,-1.04E-5,-6.05E-4,-1.0285E-5,--,--,--,--,--,--,--,--
2024/6/24,19:30,-1.13E-5,-5.78E-4,-9.826E-6,--,--,1.31573,0.05789212,--,--,0.026,4.68E-4
2024/6/24,20:00,-2.99E-5,-0.00175,-2.975E-5,--,-0.05466526,-2.18144,-0.09598336,--,-0.003732114,-0.169277,-0.003046986
2024/6/24,20:30,-8.69E-6,-5.01E-4,-8.517E-6,--,0.060553561,1.4148,0.0622512,--,4.89249E-4,0.0268,4.824E-4
2024/6/24,21:00,-3.18E-5,-0.00185,-3.145E-5,--,0.122590501,2.76382,0.12160808,--,0.004500912,0.251338,0.004524084
2024/6/24,21:30,-1.99E-5,-0.00117,-1.989E-5,--,0.062354477,1.40139,0.06166116,--,-0.001259217,-0.0734,-0.0013212
2024/6/24,22:00,1.42E-5,2.61E-4,4.437E-6,--,0.078958172,1.78275,0.078441,--,0.002527472,0.171238,0.003082284
2024/6/24,22:30,-3.64E-5,-0.00213,-3.621E-5,--,0.065875877,1.48226,0.06521944,--,-0.001581871,-0.131877,-0.002373786
2024/6/24,23:00,4.5E-6,2.64E-4,4.488E-6,--,0.104576727,2.29615,0.1010306,--,0.001948881,0.104238,0.001876284
2024/6/24,23:30,-3.13E-5,-0.00184,-3.128E-5,--,0.05626595,1.20192,0.05288448,--,0.001349516,0.0732,0.0013176
2024/6/25,2024/6/25 0:00,-2.96E-5,-0.00152,-2.584E-5,--,-0.026823936,-0.947194,-0.041676536,--,-4.99557E-4,-0.0424,-7.632E-4
2024/6/25,0:30,1.22E-5,7.1E-4,1.207E-5,--,-0.029899819,-0.850752,-0.037433088,--,-0.00215219,-0.117292,-0.002111256
2024/6/25,1:00,-4.31E-6,-2.33E-4,-3.961E-6,--,0.109656756,2.33129,0.10257676,--,-4.81E-5,-0.0112,-2.016E-4
2024/6/25,1:30,-7.69E-6,-4.35E-4,-7.395E-6,--,-0.123314519,-2.78824,-0.12268256,--,0.001166463,0.0657,0.0011826
2024/6/25,2:00,8.12E-5,0.0048,8.16E-5,--,0.973931255,21.9903,0.9675732,--,0.00432242,0.244024,0.004392432
2024/6/25,2:30,-6.55E-6,-3.81E-4,-6.477E-6,--,0.683650794,15.6188,0.6872272,--,0.002963125,0.164595,0.00296271
2024/6/25,3:00,4.5E-5,0.00264,4.488E-5,--,-0.802355138,-18.4719,-0.8127636,--,0.001907636,0.134316,0.002417688
2024/6/25,3:30,-2.86E-6,-1.58E-4,-2.686E-6,--,0.208740508,4.5399,0.1997556,--,-2.84251E-4,-0.0199,-3.582E-4
2024/6/25,4:00,4.45E-5,0.00147,2.499E-5,--,0.221355394,4.78862,0.21069928,--,-0.001351469,-0.0998,-0.0017964
2024/6/25,4:30,5.14E-6,2.93E-4,4.981E-6,--,0.568609281,12.7646,0.5616424,--,-7.39367E-4,-0.0405,-7.29E-4
2024/6/25,5:00,-7.56E-5,-0.0044,-7.48E-5,--,0.816465609,18.5646,0.8168424,--,-0.002323977,-0.128096,-0.002305728
2024/6/25,5:30,-1.77E-5,-9.31E-4,-1.5827E-5,--,0.286696225,6.04943,0.26617492,--,1.67534E-4,0.00109,1.962E-5
2024/6/25,6:00,-9.59E-5,-0.00561,-9.537E-5,--,-0.280100859,-6.19681,-0.27265964,--,0.017224289,0.956008,0.017208144
2024/6/25,6:30,4.59E-5,0.00263,4.471E-5,--,0.482440826,10.9603,0.4822532,--,0.01782111,0.988867,0.017799606
2024/6/25,7:00,-3.02E-5,-0.0018,-3.06E-5,--,0.06176536,1.38361,0.06087884,--,0.010534369,0.573869,0.010329642
2024/6/25,7:30,-4.78E-5,-0.00256,-4.352E-5,--,0.019811917,0.413504,0.018194176,--,0.038956711,2.14023,0.03852414
2024/6/25,8:00,-4.74E-5,-0.00278,-4.726E-5,--,0.003008125,0.116769,0.005137836,--,0.048241323,2.67267,0.04810806
2024/6/25,8:30,-4.38E-5,-0.00256,-4.352E-5,--,-0.236519998,-5.3303,-0.2345332,--,0.037392619,2.04399,0.03679182
2024/6/25,9:00,1.14975E-4,0.00523,8.891E-5,--,-0.16763117,-3.79894,-0.16715336,--,0.019877337,1.07396,0.01933128
2024/6/25,9:30,1.49576E-4,0.00859,1.4603E-4,--,-0.113593693,-2.52084,-0.11091696,--,0.06451332,3.55376,0.06396768
2024/6/25,10:00,2.37494E-4,0.0134,2.278E-4,--,-0.244454914,-5.48769,-0.24145836,--,0.043057861,2.35014,0.04230252
2024/6/25,10:30,1.82765E-4,0.00973,1.6541E-4,--,-0.265887975,-5.96391,-0.26241204,--,0.069382259,3.74561,0.06742098
2024/6/25,11:00,1.5214E-4,0.00864,1.4688E-4,--,-0.162784369,-3.63245,-0.1598278,--,0.054126323,2.88508,0.05193144
2024/6/25,11:30,1.25488E-4,0.0071,1.207E-4,--,-0.433381065,-9.81576,-0.43189344,--,0.081636588,4.43566,0.07984188
